"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_IR(9.0.0)","JPN.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Japan","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.770833333333334","1.7475","1.329583333333334","1.25","1.011666666666667","1.499166666666666","1.359583333333333","1.73125","1.652916666666667","1.449166666666666","1.3425","1.150833333333333","1.118333333333333","0.8391666666666668","0.7004166666666665","0.52625","0.3466666666666668","-0.06625000000000002","0.045","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","PNG.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Papua New Guinea","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.995","8.17","8.421666666666665","9.238333333333335","11.66","10.86250416666666","8.917875","9.060833333333332","8.131666666666668","10.14833333333333","10.79041666666667","11.08916666666666","10.948375","11.13666666666666","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","BGD.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Bangladesh","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4475","12.14833333333333","11.72166666666667","10.14333333333334","8.86","9.4925","11.59666666666666","12.125","11.487275","9.438333333333335","7.018333333333332","6.8725","7.21","8.502916666666668","7.671666666666668","6.155833333333332","7.81","9.229166666666668","12.36833333333333","11.08245"
"IMF.STA:MFS_IR(9.0.0)","MNG.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Mongolia","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.86208333333333","13.0575","15.43075","16.3303333333333","13.8433333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","RUS.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Russian Federation","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.843333333333333","6.735","6.522500000000002","7.534166666666668","11.09166666666666","7.568333333333332","7.706666666666667","","","","","","7.95722222222222","8.187500000000002","7.699166666666668","6.584166666666668","7.534999999999998","10.14833333333334","11.575","13.63333333333334",""
"IMF.STA:MFS_IR(9.0.0)","NZL.S13BOND_RT_PT_A_PT.A","OBS_VALUE","New Zealand","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.35416666666666","13.45416666666666","12.7775","12.46333333333333","9.995833333333332","7.866666666666668","6.689999999999998","7.4775","7.935684241834972","8.043426675136458","7.207276336427368","6.46975940262382","6.128592030553988","6.847601550166332","6.121980462519935","6.277666666666668","5.514658333333332","5.97885","5.975958333333335","6.007691666666665","6.807583333333332","6.169433333333332","4.660375","4.8554","4.020358333333332","3.112847540045768","3.51859143494441","4.018333333333332","3.014166666666668","2.2625","2.4925","2.19","1.311666666666667","0.46","1.2825","3.535","4.575","4.256666666666668","3.801666666666668"
"IMF.STA:MFS_IR(9.0.0)","NOR.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Norway","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","4.954999999","4.946666665833332","4.961666665666665","4.941666665666668","4.98833333275","5.0016666665","4.996666666166668","4.939999999","5.119166666","6.284166665833332","6.395833332416668","6.269999999","6.18916666575","7.094166665833332","7.288333332416668","7.252499999","7.383333332416668","8.445833332833335","8.58666666625","10.24249999941666","12.31249999933334","13.20333333275","12.858333333","12.15999999958333","12.75916666658333","13.1541666665","13.56","12.97","10.98416666666667","10.71833333333334","9.8675","9.784166666666668","6.516666666666668","7.126666666666668","6.823333333333335","5.943333333333335","5.125833333333332","5.354166666666668","5.3825","6.379166666666668","6.31","6.327500000000002","4.501666666666668","3.6","3.28","3.934166666666668","4.780833333333335","4.346666666666665","3.315833333333332","2.770833333333332","2.556666666666668","1.574166666666667","1.919166666666667","1.76","0.9675","0.8416666666666668","1.065833333333334","1.439166666666667","1.285","0.5558333333333332","1.139166666666667","2.795","3.67","4.490833333333335","4.00628459406091"
"IMF.STA:MFS_IR(9.0.0)","DEU.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Germany","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","7.51666666583333","6.79999999925","5.76666666583333","6.42499999925","5.87499999941667","5.9083333325","6.0499999995","6.23333333241667","7.04999999933333","8.12499999933333","6.95833333241667","6.449999999","6.84166666583333","8.31666666591667","7.991666666","7.87499999925","9.32499999966667","10.38333333275","8.483333333","7.79999999908333","6.15833333258333","5.73333333258333","7.42499999925","8.48583333333333","10.1083333333333","8.965","8.01833333333333","7.94916666666667","6.9475","5.89416666666667","6.14083333333333","6.48916666666667","6.89833333333333","8.70416666666667","8.45833333333333","7.8475","6.51083333333333","6.86666666666667","6.85","6.21583333333333","5.64083333333333","4.57166666666667","4.49083333333333","5.26333333333333","4.7975","4.7825","4.07083333333333","4.03666666666667","3.35333333333333","3.7625","4.21666666666667","3.98416666666667","3.2225","2.74333333333333","2.60666666666667","1.495","1.57","1.16333333333333","0.495833333333333","0.09","0.283333333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","SVK.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Slovak Republic","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.32","8.0425","6.935","4.98583333333333","5.02583333333333","3.52166666666667","4.41166666666667","4.49083333333333","4.72333333333333","4.70666666666667","3.87166666666667","4.415","4.5525","3.1875","2.07083333333333","0.885","0.543333333333333","1.0575","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","AUT.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Austria","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","7.70666666575","7.364999999","8.24999999941667","9.739166666","9.60666666616667","8.75166666633333","8.73833333283333","8.214166666","7.96333333258333","9.24333333283333","10.6066666660833","9.91833333291667","8.17416666591667","8.01583333241667","7.77","7.43833333333333","7.0075","6.86","7.15333333333333","8.765","8.55916666666667","8.175","6.705","7.025","7.13416666666667","6.3225","5.6825","4.7125","4.67916666666667","5.55666666666667","5.07916666666667","4.96416666666667","4.14083333333333","4.13083333333333","3.39416666666667","3.8","4.2975","4.35833333333333","3.93666666666667","3.22583333333333","3.31916666666667","2.3725","2.01","1.4875","0.745833333333333","0.376666666666667","0.576666666666667","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","SVN.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Slovenia, Republic of","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86416666666667","6.40166666666667","4.68333333333333","3.80666666666667","3.85333333333333","4.52916666666667","4.60666666666667","4.375","3.8325","4.97083333333333","5.80833333333333","5.81166666666667","3.27","1.705","1.14916666666667","0.993333333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","GRC.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Greece","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.11222222222222","17.49541666666667","16.56166666666667","","","","23.91666666666666","23.2725","20.69916666666667","16.95916666666667","14.43333333333333","9.919166666666665","8.482500000000002","6.297500000000002","6.1","5.303333333333332","5.1225","4.2675","4.255833333333332","3.585","4.07","4.5","4.8025","5.174166666666668","9.091666666666665","15.74916666666667","22.49833333333333","10.05416666666666","6.929166666666668","9.813333333333335","8.359999999999998","5.978333333333332","4.185","2.585833333333332","1.271666666666667","0.8841666666666668","3.486666666666668","4.001666666666668","3.35","3.375"
"IMF.STA:MFS_IR(9.0.0)","LUX.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Luxembourg","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.58333333233333","6.63666666575","6.77583333241667","7.50166666566667","8.67749999933333","10.501666666","9.83083333308333","10.2233333326667","9.51083333333333","8.605","7.9675","7.18083333333333","7.69916666666667","8.5225","8.15583333333333","7.91333333333333","6.83833333333333","7.15","7.22916666666667","6.32166666666667","5.5975","4.72666666666667","4.66416666666667","5.51833333333333","4.85916666666667","4.7025","3.31583333333333","2.84416666666667","2.41416666666667","3.30333333333333","4.46083333333333","4.6075","4.22916666666667","3.1675","2.92333333333333","1.75333333333333","1.85166666666667","1.33666666666667","0.369166666666667","0.255833333333333","0.528333333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","FIN.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Finland","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.405","10.5575","12.0891666666667","13.2958333333333","11.6766666666667","11.9733333333333","8.825","9.03666666666667","8.7925","7.07666666666667","5.9575","4.7875","4.72416666666667","5.48333333333333","5.04333333333333","4.98083333333333","4.13416666666667","4.11","3.35166666666667","3.78333333333333","4.29254542557714","4.28973224815167","3.73884547340849","3.01290969807589","3.00587516233766","1.88419111896212","1.86087718691492","1.44927441666667","0.723133015214254","0.363164311594203","0.548126949156512","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","G163.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Euro Area (EA)","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","8.22575","7.9161","7.6337","8.39973333333333","10.1724583333333","9.54814166666667","10.0739666666667","10.1499583333333","9.66","10.40995","12.3721416666667","14.553175","14.3112083333333","13.0379583333333","12.1852666666667","10.6876916666667","8.8103","9.06145833333333","8.97095833333333","9.6807","10.86625","10.1604333333333","9.83023333333333","8.42418333333333","8.17583333333333","8.72916666666667","7.2325","5.95833333333333","4.70333333333333","4.65515","5.438875","5.0273","4.92290833333333","4.16085833333333","4.14079166666667","3.440875","3.85951666666667","4.33176666666667","4.35503333333333","4.0301","3.784725","4.31229166666667","3.05313333333333","3.01155833333333","2.28260833333333","1.27115833333333","0.930625","1.31329166666667","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","NLD.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Netherlands, The","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","7.91666666591667","9.82416666608333","8.786666666","8.95249999958333","8.10083333283333","7.73583333241667","8.7749999995","10.2083333326667","11.5524999994167","10.0974999995","8.61083333266667","8.32833333266667","7.34416666566667","6.31333333333333","6.4025","6.41583333333333","7.21666666666667","8.92083333333333","8.73916666666667","8.10083333333333","6.36","6.8625","6.89916666666667","6.15","5.57583333333333","4.63","4.62916666666667","5.40416666666667","4.9575","4.88916666666667","4.1225","4.09416666666667","3.37416666666667","3.78083333333333","4.28666666666667","4.2275","3.68666666666667","2.99166666666667","2.98916666666667","1.93275","1.96133333333333","1.45425","0.690166666666667","0.292083333333333","0.523","0.576916666666667","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","BEL.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Belgium","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","5.72833333233333","6.41416666575","6.43666666583333","6.62583333241667","6.69916666575","6.53499999908333","7.197499999","7.80499999916667","7.37333333233333","7.04083333233333","7.434999999","8.67583333275","8.54166666625","9.046666666","8.80083333258333","8.45083333283333","9.50916666633333","11.9","13.4366666666667","13.4283333333333","11.9408333333333","12.2425","10.9683333333333","8.62583333333333","8.18416666666667","8.0075","8.53916666666667","10.0066666666667","9.28583333333333","8.65333333333333","7.22833333333333","7.75083333333333","7.48083333333333","6.4925","5.75333333333333","4.75166666666667","4.74916666666667","5.5925","5.13083333333333","4.98666666666667","4.18083333333333","4.1525","3.42833333333333","3.815","4.32833333333333","4.4175","3.90166666666667","3.4625","4.23333333333333","3","2.41","1.71333333333333","0.84","0.475833333333333","0.73125","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","ITA.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Italy","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2525","19.3575","20.215","18.29916666666667","15.59916666666667","13.7125","11.46833333333333","10.64166666666667","10.89583333333334","12.78583333333334","13.53583333333333","13.2825","13.2675","11.18666666666666","10.52","12.205","9.400833333333335","6.862499999999998","4.884166666666665","4.7275","5.575833333333332","5.189166666666668","5.035833333333332","4.248333333333332","4.258333333333332","3.555833333333332","4.0475","4.487315833333332","4.681149166666665","4.313333333333335","4.035833333333332","5.424166666666665","5.4925","4.316666666666665","2.8925","1.714166666666667","1.4875","2.111666666666667","2.61","1.950333333333334","1.167916666666667","0.8112333333333335","3.156667233333332","4.282501666666668","3.706815833333332","3.58888"
"IMF.STA:MFS_IR(9.0.0)","HUN.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Hungary","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.945","7.085","6.823333333333332","8.189166666666668","6.599166666666665","7.115833333333335","6.744166666666665","8.238333333333335","9.12333333333333","7.282125","7.635158333333335","7.890833333333332","5.923333333333332","4.809166666666665","3.4325","3.143333333333332","2.9625","3.058333333333332","2.465","2.225","3.060833333333332","7.570833333333332","7.512499999999998","6.500833333333335","6.934166666666665"
"IMF.STA:MFS_IR(9.0.0)","LTU.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Lithuania, Republic of","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.15333333333333","6.0625","5.32166666666667","4.5025","3.69833333333333","4.08083333333333","4.54583333333333","5.6075","14.0041666666667","5.56666666666667","5.16","4.83083333333333","3.83178571428571","2.7925","1.38083333333333","0.898333333333333","0.31","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","FRA.S13BOND_RT_PT_A_PT.A","OBS_VALUE","France","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","7.64249999908333","8.06166666666667","7.73166666666667","7.36","8.26916666666667","10.4791666666667","9.56666666666667","9.32416666666667","9.865","9.50083333333333","9.80499999991667","13.1275","15.845","15.6491666666667","13.5866666666667","12.4891666666667","11.1233333333333","8.54416666666667","9.47833333333333","9.08416666666667","8.79666666666667","9.9325","9.03666666666667","8.5875","6.775","7.21583333333333","7.535","6.31083333333333","5.58166666666667","4.64","4.60833333333333","5.39416666666667","4.93916666666667","4.86","4.13","4.09833333333333","3.41","3.79666666666667","4.30416666666667","4.23416666666667","3.64919166666667","3.1171","3.32121666666667","2.53618333333333","2.20460833333333","1.6674","0.844408333333333","0.467066666666667","0.924683333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","SWE.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Sweden","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","5.18333333258333","5.331666666","4.989166666","4.92499999925","5.63999999916667","6.17916666566667","6.56916666566667","6.06083333233333","6.30333333233333","6.97416666583333","7.39166666566667","7.23416666575","7.29249999916667","7.38499999916667","7.78499999916667","8.78749999958333","9.28083333258333","9.74249999941667","10.09249999925","10.4658333326667","11.7424999994167","13.4874999993333","13.0416666661667","12.3016666659167","12.28083333275","13.094166666","10.26249999975","11.6841666666667","11.3483333333333","11.18","13.1591666666667","10.6925","10.0191666666667","8.56916666666667","9.70083333333333","10.2425","8.0275","6.6225","4.98916666666667","4.98","5.3675","5.1075","5.30333333333333","4.63833333333333","4.425","3.38333333333333","3.705","4.1675","3.88833333333333","3.25","2.89333333333333","2.60583333333333","1.5925","2.12083333333333","1.72","0.719166666666667","0.54","0.615833333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","IRL.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Ireland","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7125","8.93583333333333","10.0833333333333","9.21083333333333","9.07","7.70083333333333","7.92083333333333","8.255","7.28916666666667","6.29333333333333","4.79666666666667","4.71083333333333","5.5125","5.01166666666667","5.01","4.1325","4.07666666666667","3.32916666666667","3.765","4.30583333333333","4.52583333333333","5.225","5.73916666666667","9.60166666666667","6.17166666666667","3.79","2.3675","1.1825","0.735833333333333","0.951666666666667","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","BGR.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Bulgaria","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.446666666666665","5.36","3.874166666666668","4.183333333333332","4.539166666666668","5.376666666666668","7.215","6.004466666666668","5.356841666666668","4.497416666666668","3.47295","3.3475","2.490608333333333","2.270575","1.602733333333333","0.892175","0.4290000000000002","0.2528166666666668","0.189075","1.531916666666666","3.755391666666665","3.930583333333332","3.9294"
"IMF.STA:MFS_IR(9.0.0)","DNK.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Denmark","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.37351060058144","14.42666666666667","11.58","10.05083333333333","11.28416666666666","9.884166666666668","9.706666666666668","10.62916666666667","9.261666666666668","8.986666666666665","7.3025","7.825833333333332","8.269166666666668","7.194166666666668","6.254166666666668","4.9375","4.91","5.641666666666668","5.079166666666665","5.055833333333335","4.308333333333332","4.305","3.404166666666665","3.811666666666665","4.285833333333332","4.281666666666665","3.5875","2.9275","2.730583333333332","1.403333333333334","1.745833333333333","1.326666666666666","0.6899999999999998","0.3208333333333332","0.515","0.4566666666666665","-0.1816666666666666","-0.3583333333333332","-0.06","1.478333333333333","2.636666666666668","2.265833333333333","2.25075"
"IMF.STA:MFS_IR(9.0.0)","ESP.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Spain","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.10583333333333","13.3075","15.96083333333334","15.81166666666667","15.9875","16.90916666666667","16.5225","13.3675","11.35416666666667","12.81333333333334","11.74416666666667","13.7025","14.6775","12.36083333333333","11.69333333333333","10.21166666666667","9.995833333333332","11.27","8.736666666666668","6.401666666666665","4.833333333333332","4.7275","5.525833333333332","5.116666666666668","4.959166666666668","4.124166666666668","4.103333333333332","3.3875","3.785","4.3075","4.366666666666668","3.979166666666665","4.250833333333332","5.439999999999998","5.845000000000002","4.561666666666668","2.723333333333332","1.735833333333333","1.393333333333333","1.555","1.4225","0.6591666666666665","0.375","0.3483333333333332","2.181666666666667","3.476666666666665","3.15","3.216666666666668"
"IMF.STA:MFS_IR(9.0.0)","CZE.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Czech Republic","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.934444444444443","6.314166666666668","4.876666666666668","4.115833333333332","4.754166666666665","3.514166666666668","3.778333333333332","4.28","4.633583333333335","4.8375","3.884833333333332","3.707416666666665","2.80210129663769","2.109523011195471","1.575833333333333","0.5739476892146905","0.4274690410887158","0.9806412797730718","1.981123419484392","1.54811600860504","1.128785906134194","1.903468270004315","4.333533659195988","4.438432080643488","3.979914188782702","4.31493954406385"
"IMF.STA:MFS_IR(9.0.0)","PRT.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Portugal","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","3.044166666","3.03416666591667","3.449166666","3.45833333266667","3.81749999933333","3.95833333291667","4.18166666583333","3.94333333283333","3.86999999916667","3.96333333233333","5.00416666608333","5.10749999925","5.14499999933333","5.27833333241667","5.69249999933333","6.00499999908333","5.4958333325","5.744999999","","9.738333333","10.8016666665833","16.1666666661667","16.68333333275","16.6824999990833","16.7049999995","16.7916666660833","19.2224999991667","21.5024999990833","20.74833333275","15.7558333333333","15.1175","14.1475","14.9433333333333","15.4025","14.5366666666667","13.8316666666667","11.1808333333333","10.4791666666667","11.465","8.55916666666667","6.35833333333333","4.8775","4.7775","5.595","5.1575","5.00666666666667","4.17833333333333","4.14333333333333","3.4375","3.915","4.42416666666667","4.5225","4.21083333333333","5.39583333333333","10.2408333333333","10.5475","6.29416666666667","3.75416666666667","2.42333333333333","3.1725","3.76166666666667","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","MLT.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Malta","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.18833333333333","5.81916666666667","5.04166666666667","4.685","4.555","4.31833333333333","4.72416666666667","4.80833333333333","4.54166666666667","4.1875","4.48916666666667","4.12583333333333","3.3625","2.61166666666667","1.4875","0.885833333333333","1.37333333333333","","","","","","","",""
"IMF.STA:MFS_IR(9.0.0)","CYP.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Cyprus","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93","7.221666666666667","7.343333333333332","7.539166666666668","7.625","5.696666666666668","4.743333333333332","5.7975","5.161666666666668","4.134166666666668","4.475","4.6","4.6","4.6","5.7875","7","6.5","6","4.536666666666668","3.7725","2.623333333333332","2.1825","1.070833333333334","0.8766666666666668","0.3675","2.9575","3.945833333333335","3.131666666666668","2.931666666666668"
"IMF.STA:MFS_IR(9.0.0)","POL.S13BOND_RT_PT_A_PT.A","OBS_VALUE","Poland, Republic of","Government bonds, Rate, Percent per annum","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.68166666666667","7.355833333333332","5.7775","6.896666666666668","5.218333333333332","5.231666666666668","5.484166666666668","6.071666666666665","6.12","5.781666666666668","5.955833333333332","5","4.03361111111111","3.515833333333332","2.701603888261498","3.035833333333332","3.42","3.198333333333332","2.3475","1.499166666666666","1.944091666666667","6.05165","5.804166666666665","5.524666666666665","5.4975"
